case;channel;program;date;title;decision_date;decision
19_02229;SR;Lokala nyheter Malmöhus;2019-07-01;P4 Malmöhus, inslag om hamnområden i Malmö;2019-08-06;Acquittal
19_02289;SR;Godmorgon världen!, SöndagsMorgan;2019-06-02;P1, Godmorgon, världen! och P4, Nyheter från Ekot, inslag om bland annat en amerikansk presidents möte med Nordkoreas ledare;2019-09-05;Acquittal
19_02289;SR;Godmorgon världen!, SöndagsMorgan;2019-06-02;P1, Godmorgon, världen! och P4, Nyheter från Ekot, inslag om bland annat en amerikansk presidents möte med Nordkoreas ledare;2019-09-05;Acquittal
19_02298;SR;NA;2019-06-30;P1, Ekot, inslag om en sjökapten;2019-09-05;Acquittal
19_02304;SR;Morgonpasset i P3;2019-07-01;Morgonpasset i P3, inslag med beskrivning av en lärare;2019-11-11;Acquittal
19_02306;SR;Sommar i P1 med Anne Ramberg;2019-07-02;Sommar i P1, program med Anne Ramberg;2019-10-04;Acquittal
19_02332;SR;Tankesmedjan;2019-06-19;P3, Tankesmedjan, satirprogram om aktuella ämnen;2019-09-05;Acquittal
19_02333;SR;Tankesmedjan;2019-06-12;P3, Tankesmedjan, inslag om abort;2019-09-16;Acquittal
19_02350;SR;Radiokorrespondenterna;2019-07-10;P1, Radiokorrespondenterna, inslag om ett kommande program;2019-10-04;Acquittal
19_02352;SR;Studio Ett;2019-07-10;P1, Studio Ett, inslag om norsk odlad lax;2019-10-04;Acquittal
19_02356;SR;NA;2019-07-04;Morgon i P4 Dalarna, Eftermiddag i P4 Dalarna, Ekot och Dalanytt, inslag om att Falu kommun stödjer en kyrka som delar kommunens värdegrund;2019-09-16;Acquittal
19_02402;SR;P4 Extra;2019-07-14;P4 Extra, inslag om protester i Hongkong;2019-10-04;Acquittal
19_02407;SR;NA;2019-05-26;P4 Blekinge, Lokala nyheter, inslag om att politiker avgått och en kritiserad bild;2020-02-03;Acquittal
19_02420;SR;Studio Ett;2019-07-15;P1, Studio Ett, inslag om kärnkraft;2019-10-04;Acquittal
19_02432;SR;Ekot;2019-07-18;P1, Ekot, inslag om en amerikansk kongressledamot;2019-10-04;Acquittal
19_02446;SR;Utkantssverige;2019-07-21;P1, Utkantssverige, satirinslag med alternativa nyheter;2019-10-04;Acquittal
19_02449;SR;Ekot;2019-07-22;P1, Ekot, inslag om rivning av bostäder;2019-10-04;Acquittal
19_02470;SR;Ekot;2019-07-11;P4, Ekonyheterna, inslag om genomförandet av ett nytt vapendirektiv;2020-02-03;Acquittal
19_02471;SR;Musikguiden;2019-07-26;P3, Musikguiden, program med hänvisning till en spellista;2019-11-25;Conviction
19_02481;SR;Godmorgon, världen!;2019-07-28;P1, Godmorgon, världen!, inslag med en panel;2019-11-01;Acquittal
19_02486;SR;Kropp och själ;2019-07-23;P1, Kropp & själ, inslag om stalkning;2019-10-04;Acquittal
19_02495;SR;P1-morgon;2019-07-30;P1, Ekot, inslag om EU:s nya gränsvärden för ämnet PFAS i bland annat insjöfisk;2019-11-01;Acquittal
19_02503;SR;Radiokorrespondenterna;2019-07-31;P1, Radiokorrespondenterna, inslag om hbtq-personer s rättigheter;2019-11-13;Acquittal
19_02505;SR;Ekot;2019-07-31;P1, Morgonekot, inslag om att antalet ekologiska odlingar har ökat i Sverige;2019-09-16;Acquittal
19_02533;SR;Morgon i P4 Skaraborg;2019-07-31;Morgon i P4 Skaraborg, inslag om en tidningsannons för en högskola;2019-09-16;Acquittal
19_02540;SR;God morgon, världen;2019-08-04;P1, God morgon, världen, inslag om en repatriering;2019-11-18;Acquittal
19_02541;SR;Sommar;2019-08-02;Sommar i P1, program med en arkitekt;2019-09-05;Acquittal
19_02554;SR;Förmiddag i P4 Dalarna;2019-08-06;Förmiddag i P4 Dalarna, inslag om att Falu kommun stödjer en kyrka som inte delar deras värdegrund;2019-09-16;Acquittal
19_02557;SR;Ekot;2019-08-07;P4 Stockholm, inslag om tågresande i Europa;2019-10-04;Acquittal
19_02558;SR;P4 Extra;2019-08-07;P4 Extra, intervju med en politiker;2019-09-16;Acquittal
19_02584;SR;Dalanytt;2019-08-09;P4 Dalarna, Dalanytt, inslag om dom i våldtäktsmål;2019-11-11;Acquittal
19_02585;SR;Sommar i P1;2019-08-05;Sommar i P1, program med en regissör;2019-12-20;Acquittal
19_02589;SR;Digelistan;2019-08-11;P3, DigiListan, inslag med uppspelning av en låt;2019-09-05;Acquittal
19_02591;SR;Morgon i P4 Stockholm;2019-08-09;Morgon i P4 Stockholm, inslag om en skivbutik;2019-11-11;Acquittal
19_02603;SR;Människor och tro;2019-08-09;P1, Människor och tro, inslag om människans födelse;2019-10-04;Acquittal
19_02605;SR;P1 Dokumentär: Fast i Lalaland;2019-08-11;P1 Dokumentär: Fast i La La Land, program om kvinnor som försöker ta sig till Sverige från Los Angeles;2020-02-17;Acquittal
19_02622;SR;Näringsliv;2019-08-08;Eftermiddag i P4 Halland, inslag om en konkurs;2020-04-27;Acquittal
19_02623;SR;Funk i P1;2019-08-11;Funk i P1, program om personlig assistans;2019-09-16;Acquittal
19_02624;SR;P1-morgon Almedalen, Intervju med Ebba Busch Thor;2019-07-06;P1-morgon, inslag med en intervju med partiledaren för Kristdemokraterna i Almedalen;2019-11-01;Acquittal
19_02626;SR;Morgon i P4 Stockholm;2019-08-15;Morgon i P4 Stockholm, inslag med en låt;2019-10-04;Acquittal
19_02658;SR;Lokala nyheter Blekinge;2019-08-15;P4 Blekinge, Lokala nyheter, inslag om att politiker avgått och en kritiserad bild;2020-02-03;Acquittal
19_02711;SR;Studio Ett;2019-08-20;P1, Studio Ett, inslag om ett kärnenergiavtal;2019-10-04;Acquittal
19_02724;SR;P1-morgon;2019-08-21;P1-morgon, inslag om en rapport från Världsbanken;2019-11-25;Acquittal
19_02729;SR;Ekot;2019-08-19;P1, Ekot, inslag om en beslagtagen tanker i Gibraltar;2019-12-04;Acquittal
